# id|name|slot|value|gold|xp|flags|requirements|rewards|accept_requirements
5143|Horc Fight|204|10|800|800|O|35316:8:1:Fight the Horcs!||
5144|Battle: You vs the Brawlers!|204|11|500|500||35317:3:1:Drakel Brawler Defeated||
5145|Battle: You vs the Gladiators!|204|12|900|900||35318:4:1:Drakel Gladiator Defeated||
5146|Battle: You vs the Battlemasters!|204|13|1000|1000||35319:5:1:Drakel Battlemaster Defeated||
5147|Battle: You vs General Gall!|204|14|800|800||35320:1:1:General Gall Defeated|35356:1:0:General Gall Medal|
5148|Velm's Minions|204|15|1000|1000|O|35321:5:1:Velm's Minions Defeated||
5149|General Velm|204|16|1000|1000||35322:1:1:General Velm Defeated|35357:1:0:General Velm Medal|
5150|Chud's Minions|204|17|1000|1000|O|35323:5:1:Chud's Minions Defeated||
5151|General Chud|204|18|1200|1200||35324:1:1:General Chud Defeated|35359:1:0:General Chud Medal|
5152|Hun'Gar's Minions|204|19|1000|1000|O|35325:5:1:Hun'Gar's Minions Defeated||
5153|Hun'Gar Defeated|204|20|1500|1500||35326:1:1:General Hun'Gar Defeated|35358:1:0:General Hun'Gar Medal|
5154|Pax Defeated|204|21|2000|2000||35327:1:1:Warlord Pax Defeated||
5155|Do You Even Brawl|204|22|100|100|O|35380:1:0:Death Pit Token|35381:1:0:Hun'Gar Medal|
5156|Flex For Hun’Gar|204|23|100|100||35380:15:0:Death Pit Token|35381:1:0:Hun'Gar Medal|
5157|Pummel For Hun’Gar|204|24|100|100||35406:3:1:Brawler Token,35426:4:1:Restorer Token|35381:1:0:Hun'Gar Medal|
5158|Gauntlet of Monsters|204|23|500|500|U|35384:5:1:Slime Token,35385:4:1:Salamander Token,35383:4:1:Sneevil Token||
5159|Gauntlet of Drakels|204|24|1000|1000|U|35386:3:1:Drakel Brawler Token,35387:4:1:Drakel Gladiator Token,35388:5:1:Drakel Battlemaster Token||
5160|Gauntlet of Generals|204|25|1000|1000|U|35392:1:1:General Hun'Gar's token,35389:1:1:General Gall's Token,35390:1:1:General Velm's Token,35391:1:1:General Chud's Token||
5161|Dragon Saver War Medal|-1|0|200|200||35452:5:1:Dragon Saver War Medal||
5162|Mega Dragon Saver War Medal|-1|0|400|400||35453:3:1:Mega Dragon Saver War Medal||
5163|Bring the Pain|-1|0|200|200||35434:5:1:Black Light|35454:1:0:4th Dimension Gem|
5164|Reflection of Death|-1|0|500|500||35479:1:1:Reflecteract Destroyed|35496:1:0:Tesseract Shard|
5165|Destroy for Hun’Gar|204|25|100|100||35425:1:1:Death Pit Victory (Captain Defeat)|35381:1:0:Hun'Gar Medal|
5166|Hunt for the Infinity Codex|205|1|300|300||35500:8:1:Infinity Text Page|35529:1:0:Infinity Codex|
5167|Sacrifice and Survival|205|2|400|400||35501:3:1:Naga Slain,35502:3:1:Hawk Slain||
5168|The Cartouche of Isis|205|3|500|500||35503:1:1:Balm Cartouche||
5169|The Cartouche of Ma'at|205|4|600|600||35504:5:1:Scale Cartouche Fragment||
5170|Bound to Do Good|205|5|700|700||35505:3:1:Quartz,35506:2:1:Lime,35516:1:1:Natron||
5171|Honor the Goddess Isis|205|6|300|300|O|35508:1:1:Isis Obelisk Built||
5172|Stick to the Task|205|7|900|900||35505:4:1:Quartz,35506:1:1:Lime,35507:3:1:Ash||
5173|Honor the Goddess Ma'at|205|8|1000|1000|O|35528:1:1:Ma'at Obelisk Activated,35509:4:1:Panel Lit||
5174|Duty is light as a feather|205|9|1100|1100||35510:1:1:Feather of Ma'at||
5175|Judgement... or Justice?|205|10|1200|1200||35511:1:1:Judgement Passed||
5176|The Cartouche of Thoth|205|11|500|500||35512:1:1:Scroll Cartouche||
5177|Make Your Mark|205|12|1200|1200|O|35513:4:1:Symbol Inscribed||
5178|The Cartouche of Kebechet|205|13|500|500||35514:6:1:Cartouche Fragment||
5179|Honor the Goddess Kebechet|205|14|1300|1300|O|35515:1:1:Kebechet Obelisk Built||
5180|Destroy to Purify|205|15|400|400||35516:5:1:Natron||
5181|Guardian of the Vortex|205|16|400|400||35517:1:1:Guardian Slain||
5182|Stick with it|205|17|500|500||35505:2:1:Quartz,35506:4:1:Lime,35507:1:1:Ash||
5183|Honor the God Thoth|205|18|1400|1400|O|35518:1:1:Thoth Obelisk Built||
5184|The Brightest Cartouches|205|19|300|300||35520:1:1:Sun Cartouche,35521:1:1:Sky Cartouche,35522:1:1:Moon Cartouche,35519:1:1:Star Cartouche||
5185|Honor the Astral Deities|205|20|1500|1500|O|35523:4:1:Obelisk Lit||
5186|Serpent of the Stars|205|21|500|500||35524:1:1:Mehen Slain|56814:1:0:Starlight Singularity|
5187|The Infinity Shield|205|22|5000|5000|O|35525:1:1:Infinity Shield Acquired||
5188|Reflections of Victory|-1|0|200|200||35526:5:1:Crystal Shards|35527:1:0:Anti-Matter Gem|
5189|Eye for an Eye of the Old Gods|206|1|800|800||35530:1:1:Eye of the Old Gods||
5190|Hounded by History|206|2|600|600||35531:4:1:Negastri Hound Defeated||
5191|Stand and De-Lever|206|3|500|500|O|35532:1:1:Try the Lever||
5192|Yo Mummy|206|4|600|600||35533:1:1:Mummy Grease,35534:1:1:Lever 1 Pulled||
5193|Find the Secret Brick|206|5|500|500|O|35535:1:1:Lever 2 Revealed!||
5194|Gauze in 60 Seconds|206|6|800|800||35536:20:1:A Foot of Strong Gauze||
5195|De-Lever-ence|206|7|500|500|O|35537:1:1:Lever 2 Pulled||
5196|A Jarring Solution|206|8|800|800||35538:1:1:Canopic Jar,35539:5:1:Tesseract Energy,35540:1:1:Bridge Charged||
5197|Ra of Light|206|9|500|500|O|35541:1:1:Lever 3 Pulled||
5198|Sphynxes are Riddled With Gems|206|10|800|800||35542:2:1:Black Gem,35543:2:1:White Gem||
5199|4th Dimensional Teleport|206|11|500|500|O|35544:4:1:Gem Placed,35545:1:1:Use Teleporter||
5200|Mummies vs Daddies|206|12|800|800||35538:5:1:Canopic Jar||
5201|The Tesseract|206|13|1000|1000||35539:10:1:Tesseract Energy||
5202|Another Mystery To Solve|206|14|500|500|O|35546:1:1:Reach Your Destination||
5203|Whose Skeleton Is This?|206|15|500|500|O|35547:1:1:Investigate Smoking Bones||
5204|Fourth Scrap of the Prophecy|206|16|500|500|O|35548:1:1:Find Prophecy Scrap #4||
5205|Fighting in 4D|206|17|800|800||35549:8:1:Tesseract Sprites,35550:1:1:Bridge Charged||
5206|Lever-age|206|18|500|500|O|35551:1:1:Try the Lever||
5207|4D Goblins?|206|19|800|800||35552:4:1:Goblin Tools,35554:1:1:Lever 4 Pulled||
5208|Stone Sphynx Gems|206|20|800|800||35542:3:1:Black Gem,35543:1:1:White Gem||
5209|Beam Me Up Scotty|206|21|500|500|O|35566:1:1:Use Teleporter,35570:4:1:Gem Placed||
5210|Sekt… Again|206|22|500|500|O|35567:1:1:Confront Sekt||
5211|The Black Plague|206|23|900|900||35568:1:1:Black Plague Defeated||
5212|The Hero’s Doom|206|24|500|500|O|35569:1:1:Saved?||
5213|Serepthys, Please|207|1|100|100|O|35660:1:1:Talk to Serepthys||
5214|The Hall of the Falcon|207|2|200|200|O|35661:1:1:Falcon Guardian's Area Scouted||
5215|Secrets and Whispers|207|3|800|800||35662:5:1:Secrets and Whispers||
5216|The Venom is the Key|207|4|900|900||35663:6:1:Sacred Venom||
5217|The Venom Is Your Wine|207|5|200|200|O|35664:1:1:Pedestal Envenomed||
5218|Another Interpretation|207|6|200|200|O|35665:1:1:Venom Imbibed||
5219|Well, Go Get the Sac, Then!|207|7|200|200||35666:1:0:Preserved Venom|35656:1:0:Preserved Venom Sac of Mehensi|
5220|The Hall of the Jackal|207|9|200|200|O|35667:1:1:Jackal Guardian's Area Scouted||
5221|Cross the Chasm|207|10|400|400||35668:1:1:Baboon; Jackal,35669:1:1:Falcon; Human||
5222|Enter the Code|207|11|200|200|O|35670:1:1:Code Entered||
5223|Look for the Offering|207|12|200|200|O|35671:1:1:Investigate Spear of Anubyx||
5224|Needs More Energy|207|13|1000|1000||35672:1:1:Energy Vessel,35673:5:1:Tesseract Energy||
5225|Charge the Spear|207|14|200|200|O|35674:1:1:Spear Charged||
5226|Take the Offering|207|15|200|200||35675:1:0:Get Charged Spear of Anubyx|35657:1:0:Charged Spear of Anubyx|
5227|The Hall of the Baboon|207|17|200|200|O|35676:1:1:Baboon Guardian's Area Scouted||
5228|Phase In|207|18|1000|1000||35677:7:1:Dimensional Crystals||
5229|What Will the Crystals do?|207|19|200|200|O|35678:1:1:Use Crystals||
5230|Charge those Platforms|207|20|1000|1000||35680:1:1:Platforms Charged,35679:8:1:Tesseract Energy||
5231|Explore the Secret Room|207|21|200|200|O|35681:1:1:Secret Room Explored||
5232|Get More Crystals|207|22|1400|1400||35682:7:1:Dimensional Crystals||
5233|Charge the Pedestal|207|23|200|200||35684:1:1:Crystal of Hatoth,35683:1:1:Use Crystals|35658:1:0:Crystal of Hatoth|
5234|The Hall of Humanity|207|25|200|200|O|35685:1:1:Human Guardian's Area Scouted||
5235|Activate the Levers|207|26|800|800||35686:4:1:Gem of Serepthys,35687:4:1:Gem Placed||
5236|Pull the Levers|207|27|200|200|O|35688:4:1:Lever Pulled||
5237|Reveal the Paths|207|28|1600|1600||35689:8:1:Spirit Sight||
5238|Find the Spirit Knife|207|29|200|200||35690:1:1:Spirit Knife|35659:1:0:Heart of Ptahmun|
5239|Battle Serepthys|207|31|1500|1500||35691:1:1:Serepthys Defeated||
5240|An Offering to the Falcon Guardian|207|8|200|200|O|35656:1:0:Preserved Venom Sac of Mehensi||
5241|An Offering to the Jackal Guardian|207|16|200|200|O|35657:1:0:Charged Spear of Anubyx||
5242|An Offering to the Baboon Guardian|207|24|200|200|O|35658:1:0:Crystal of Hatoth||
5243|An Offering to the Human Guardian|207|30|200|200|O|35659:1:0:Heart of Ptahmun||
5244|Explore the Tunnels|208|1|800|800||35752:4:1:Blood Maggot Slain,35750:1:1:Tunnels Explored,35751:4:1:Albino Bat Slain||
5245|Find the Keys|208|2|500|500|O|35753:4:1:Gilded Key||
5246|Open the Treasure Chests|208|3|500|500|O|35754:4:1:Chest Unlocked||
5247|Gotta get that Blood|208|4|800|800||35755:24:1:Ounce of Vampire Blood||
5248|Feed the Shrine|208|5|500|500|O|35756:1:1:Feed the Shrine||
5249|Beat those Ghouls|208|6|1000|1000||35757:8:1:Ghouls Slain,35758:1:1:Bloodstone||
5250|Activate the Golden Scepter|208|7|500|500|O|35759:1:1:Bloodstone Placed||
5251|Check out the Basement|208|8|500|500|O|35760:1:1:Ornate Key Found,35761:1:1:Basement Scepter Found||
5252|Get those Symbiotes|208|9|1500|1500||35762:10:1:Blood Symbiote Slain,35763:1:1:Perfect Symbiote Core||
5253|Activate the Basement Scepter|208|10|500|500|O|35764:1:1:Core Placed||
5254|Unlock that Chest!|208|11|500|500|O|35765:1:1:Ornate Chest Unlocked||
5255|Defeat the Blood Dragon!|208|12|1000|1000||35766:1:1:Blood Dragon Slain||
5256|Connection with the Hive|-1|0|100000|50000||1041:1:0:Brutal Warlord Guard,33267:50:0:Emblem of Nulgath,13205:700:0:Nulgath's Approval,5527:1:0:Warlord of Nulgath,13032:700:0:Archfiend's Favor,4937:1:0:Claw of Nulgath,4762:3:0:Unidentified 13,9131:1:0:Le Chocolat,5356:100:0:Essence of Nulgath,5357:20:0:Totem of Nulgath,35767:3:0:Roentgenium of Nulgath||4862:0:0:Voucher of Nulgath (non-mem),33367:0:0:Hadean Onyx of Nulgath
5257|Soul Retribution|-1|0|200000|100000||13032:350:0:Archfiend's Favor,1041:1:0:Brutal Warlord Guard,33267:20:0:Emblem of Nulgath,13205:350:0:Nulgath's Approval,5527:1:0:Warlord of Nulgath,33272:1:0:Dark Elementalist,4762:2:0:Unidentified 13,5356:50:0:Essence of Nulgath,5357:10:0:Totem of Nulgath,35767:2:0:Roentgenium of Nulgath||33283:0:0:Enchanted Nulgath Nation House,4862:0:0:Voucher of Nulgath (non-mem),33367:0:0:Hadean Onyx of Nulgath
5258|Willpower Extraction|-1|0|0|10000||11481:5:0:Chaoroot,1285:1:0:Shadow Lich,13032:50:0:Archfiend's Favor,18768:1:0:Facebreakers of Nulgath,5356:10:0:Essence of Nulgath,5357:1:0:Totem of Nulgath,13167:1:0:Mortality Cape of Revontheus,4752:1:0:Unidentified 19,11477:5:0:Doomatter,11480:5:0:Necrot,5640:1:0:Mystic Tribal Sword,13374:1:0:King Klunk's Crown|35769:2:0:Unidentified 34,35769:4:0:Unidentified 34,35769:6:0:Unidentified 34,35769:10:0:Unidentified 34|4762:0:0:Unidentified 13
5259|Nulgath Demands Work|-1|0|0|15000||4769:15:0:Tainted Gem,4770:30:0:Dark Crystal Shard,4771:10:0:Diamond of Nulgath,4828:1:0:Unidentified 27,6136:15:0:Gem of Nulgath,35769:10:0:Unidentified 34,4762:1:0:Unidentified 13,27843:1:0:Golden Hanzo Void,22332:2:0:Blood Gem of the Archfiend,4861:1:0:Voucher of Nulgath|35770:2:0:Unidentified 35,35398:1:0:Doomblade of Destruction,35399:1:0:DoomLord's War Mask,35400:1:0:ShadowFiend Cloak,35401:1:0:Locks of the DoomLord,58397:1:0:Archfiend Essence Fragment|4762:0:0:Unidentified 13
5260|Enough DOOM for an Archfiend|-1|0|200000|50000||30597:100:0:Living Star Essence,11846:5:0:Essence Potion,13032:5000:0:Archfiend's Favor,6697:1000:0:Undead Essence,5356:100:0:Essence of Nulgath,13133:1:0:Essence of Klunk,40660:1:0:Aelita's Emerald,35769:4:0:Unidentified 34,35770:1:0:Unidentified 35,22332:10:0:Blood Gem of the Archfiend,4862:1:0:Voucher of Nulgath (non-mem),9791:75:0:Chaorruption Essence|35397:1:0:ArchFiend DoomLord|13205:0:0:Nulgath's Approval,35398:0:0:Doomblade of Destruction,35399:0:0:DoomLord's War Mask,35400:0:0:ShadowFiend Cloak,35401:0:0:Locks of the DoomLord,4762:0:0:Unidentified 13
5261|Mogzard|209|1|500|500||35820:1:1:Mogzard Captured||
5262|Fishlin|209|2|500|500||35821:1:1:Fishlin Captured||
5263|Groglin|209|3|500|500||35822:1:1:Groglin Captured||
5264|Mogdrake|209|4|500|500||35823:1:1:Mogdrake Captured||
5265|Mucklin|209|5|500|500||35824:1:1:Mucklin Captured||
5266|Linix|209|6|500|500||35825:1:1:Linix Captured||
5267|Pockey-Chew|209|7|500|500|O|35826:1:1:Pockey-Chew Found||
5268|Pukasnooze vs the Moglurker|209|8|500|500||35827:1:1:Moglurker Defeated||
5269|Pukasnooze vs Zaplin|209|9|500|500||35828:1:1:Zaplin Defeated||
5270|Pukasnooze vs Blood Moggot|209|10|500|500||35829:1:1:Blood Moggot Defeated||
5271|Pukasnooze vs Flamog|209|11|500|500||35830:1:1:Flamog Defeated||
5272|Pukasnooze vs Vizally|209|12|500|500||35831:1:1:Vizally Defeated||
5273|Pukasnooze vs Toglin|209|13|500|500||35832:1:1:Toglin Defeated||
5274|They’re Gonna Wreckit!|209|14|1000|1000||35833:1:1:Annie Defeated,35834:1:1:Oakley Defeated||
5275|Gotta Snatch 'em all!|-1|0|800|800||35836:1:1:Captured Mogzard|35866:1:0:Mogzard Pet|
5276|Gotta Snatch 'em all!|-1|0|800|800||35837:1:1:Captured Fishlin|35864:1:0:Fishlin Pet|
5277|Gotta Snatch 'em all!|-1|0|800|800||35838:1:1:Captured Groglin|35875:1:0:Groglin Pet|
5278|Gotta Snatch 'em all!|-1|0|800|800||35839:1:1:Captured Mogdrake|35873:1:0:Mogdrake Pet|
5279|Gotta Snatch 'em all!|-1|0|800|800||35840:1:1:Captured Linix|35853:1:0:Linix Pet|
5280|Gotta Snatch 'em all!|-1|0|800|800||35841:1:1:Captured Moglurker|35872:1:0:Moglurker Pet|
5281|Gotta Snatch 'em all!|-1|0|800|800||35842:1:1:Captured Zaplin|35868:1:0:Zaplin Pet|
5282|Gotta Snatch 'em all!|-1|0|800|800||35843:1:1:Captured Flamog|35870:1:0:Flamog Pet|
5283|Gotta Snatch 'em all!|-1|0|800|800||35844:1:1:Captured Mogcicle|35865:1:0:Mogcicle Pet|
5284|Gotta Snatch 'em all!|-1|0|800|800||35845:1:1:Captured Mogdor|35869:1:0:Mogdor Pet|
5285|Gotta Snatch 'em all!|-1|0|800|800||35846:1:1:Captured Bubblin|35871:1:0:Bubblin Pet|
5286|Gotta Snatch 'em all!|-1|0|800|800||35847:1:1:Captured Vizally|35867:1:0:Vizally Pet|
5287|Gotta Snatch 'em all!|-1|0|800|800||35848:1:1:Captured Toglin|35874:1:0:Toglin Pet|
5288|Gotta Snatch 'em all!|-1|0|800|800||35849:1:1:Captured Mucklin|35877:1:0:Mucklin Pet|
5289|Gotta Snatch 'em all!|-1|0|800|800||35850:1:1:Captured Blood Moggot|35863:1:0:Blood Moggot Pet|
5290|Gotta Get PockeyChew!|-1|0|1000|1000||35880:10:1:Pockey Puck|35881:1:0:PockeyChew|
5291|Gotta Snatch 'em all!|-1|0|800|800||35941:1:1:Captured Moglurk|35876:1:0:Moglurk Pet|
5292|Dragon Defender Farming Quest|-1|0|300|300||35948:3:1:Slayer Slain,35949:3:1:General Slain||
5293|DragonSlayer Farming Quest|-1|0|300|300||35952:1:1:Blood Dracolich Slain,35953:1:1:Deluge Dracolich Slain,35954:1:1:Inferno Dracolich Slain,35955:1:1:Chaos Dracolich Slain,35950:1:1:Granite Dracolich Slain,35951:1:1:Tempest Dracolich Slain||
5294|DragonSlayer General Class|-1|0|300|300||35956:12:1:Dracolich Slain|35957:1:0:Enchanted Scale|
5295|Desolich Confronted|-1|0|0|0||||
5298|This Is The Place, Right?|211|1|200|200||36136:1:1:It's a Clue!,36137:1:1:Knight's Reflection Dispersed||
5299|Never Go That Way!|211|2|200|200||36138:1:1:Maze Explored,36139:4:1:Mirror Shard Slain,36140:4:1:Hedge Goblin Slain,36141:3:1:Minotaur Slain||
5300|Knighty-Knight!|211|3|200|200||36142:5:1:Knights "Questioned"||
5301|I Yield!|211|4|200|200||36143:1:1:Find the Knight||
5302|Torch Me|211|5|200|200||36144:12:1:Goblin Torch||
5303|Light Em Up!|211|6|200|200||36145:12:1:Lantern Lit||
5304|It’s A Shard Knock Life|211|7|200|200||36146:9:1:Shard of Mirrored Glass||
5305|The Minotaur in the Mirror|211|8|200|200|O|36147:1:1:Minotaur's Mirror||
5306|Minotaur Prime|211|9|200|200||36148:1:1:Minotaur Prime Defeated||
5307|Through the Looking Glass|211|10|200|200||36149:1:1:Investigate the Mirror||
5308|This Isn’t Funny, Guys|211|11|200|200||36150:1:1:It's Another Clue!||
5309|It’s NOTE the Same Maze!|211|12|200|200|O|36151:5:1:Captive's Note||
5310|Monsters In Mazes|211|13|200|200||36152:8:1:Maze Monster Killed||
5311|Hit Reverse|211|14|200|200||36153:1:1:Find the Entrance||
5312|Kick His Glass!|211|15|200|200||36154:1:1:Shattered Knight Defeated||
5313|What’s Worse Than Minotaurs?|211|16|200|200||36155:1:1:Resurrected Minotaur Prime Defeated||
5314|Drink Me|211|17|200|200|O|36193:8:1:Glass Powder,36194:4:1:Reflective Venom||
5315|The Key To Success|211|18|200|200|O|36195:1:1:Mirror Key,36196:1:1:Mirror Unlocked,36197:1:1:Mirror Entered||
5316|Phanatics|211|19|200|200|O|36198:8:1:Mosh Past the Phans,36199:1:1:Backstage Pass||
5317|But I Have A Backstage Pass!|211|20|200|200|O|36200:1:1:Lathannos the Reversed Defeated||
5318|True Love|211|21|200|200|O|36201:1:1:Andres' Mirror Key,36202:1:1:Andres' Mirror Unlocked,36203:1:1:Andres' Mirror Entered||
5319|Turn to the Left|211|22|200|200|O|36204:6:1:Runway Wraith Defeated,36205:1:1:Avant-Garde Footwear,36206:1:1:Retro Wig,36207:1:1:Someone's Wearable Art Project||
5320|Now Turn to the Right|211|23|200|200|O|36208:1:1:Lukrisio the Buffed Defeated||
5321|Or Maybe THIS Is True Love|211|24|200|200|O|36209:1:1:Gisele's Mirror Key,36210:1:1:Gisele's Mirror Unlocked,36211:1:1:Gisele's Mirror Entered||
5322|Those Harpies!|211|25|200|200|O|36212:8:1:Pageant Mom Defeated,36213:1:1:Pageant Sash||
5323|Drink Your Go-Go Juice|211|26|200|200|O|36214:1:1:Mendeskar the Smudged Defeated||
5324|Oh Sure, Why Not|211|27|200|200|O|36216:1:1:Emilia's Mirror Unlocked,36217:1:1:Emilia's Mirror Entered,36215:1:1:Emilia's Mirror Key||
5325|Behind the Scenes|211|28|200|200|O|36218:9:1:Stage Tech Defeated,36219:1:1:Rope Ladder||
5326|In the Spotlight|211|29|200|200|O|36220:1:1:Atticus the Warped Defeated||
5327|Oh, I Give Up|211|30|200|200|O|36221:1:1:Dora's Mirror Key,36222:1:1:Dora's Mirror Unlocked,36223:1:1:Dora's Mirror Entered||
5328|We Gotta Wendi-GO|211|31|200|200|O|36224:10:1:Sasquatches Defeated,36225:5:1:Tracking Tag||
5329|Kick His- Wait, Did We Already Use That Pun?|211|32|200|200|O|36226:1:1:Leofire the Shattered Defeated||
5330|Fiend Zoned|211|33|200|200|O|36227:10:1:Token of Love||
5331|Find Scarletta|211|34|200|200|O|36228:1:1:Find Scarletta||
5332|Defeat ... Wait, What?|211|35|200|200|O|36229:1:1:Defeat the Groglurk||
5339|Where’s Tiffany?|212|1|500|500|O|36265:1:1:Search the Room||
5340|Trapped!|212|2|800|800||36266:1:1:Mirror Smashed,36267:3:1:Glass Wyvern Slain,36300:1:1:Mallet||
5341|If At First You Don’t Succeed...|212|3|700|700||36268:1:1:Mirror Smashed,36269:2:1:Glass Panther Slain,36301:1:1:Hammer||
5342|Try, Try Again|212|4|900|900||36270:1:1:Mirror Smashed,36302:1:1:Hammer and Chisel,36271:1:1:Mirror Knight Slain||
5343|Escape!|212|5|500|500|O|36272:1:1:Escape from the Mirror||
5344|Smash It Up|212|6|1000|1000||36273:10:1:Glass Monster Shattered||
5345|Find the Pieces|212|7|900|900||36274:6:1:Red Mosaic Piece||
5346|Finish the First Mosaic|212|8|600|600|O|36275:1:1:Complete Mosaic 1||
5347|Find More Pieces|212|9|900|900||36276:4:1:Green Mosaic Piece,36277:2:1:Blue Mosaic Piece||
5348|Finish the Second Mosaic|212|10|700|700|O|36278:1:1:Complete Mosaic 2||
5349|Even  More Pieces|212|11|1000|1000||36280:4:1:Blue Mosaic Piece,36281:2:1:Green Mosaic Piece,36279:6:1:Red Mosaic Piece||
5350|Finish the Third Mosaic|212|12|800|800|O|36282:1:1:Complete Mosaic 3||
5351|Cut and Run|212|13|500|500|O|36283:1:1:Search for an Exit||
5352|The Shard Golem|212|14|1200|1200||36284:1:1:Shard Golem defeated||
5353|The Shardy Boys|212|15|1000|1000||36285:5:1:Clue Found,36286:5:1:Golem Interrogated||
5354|Cold Iron|212|16|800|800|O|36287:1:1:Iron Manacles||
5355|Smash It Up Again|212|17|800|800|O|36288:7:1:Statue Smashed||
5356|What The Heck Is This Thing?!|212|18|1200|1200||36289:1:1:Chihuly Defeated||
5357|Zorbak’s Legion: Chapter 1|213|1|250|250||36348:7:1:Zombie Tog Slain,36349:6:1:Zombie Dravir Slain||
5358|Zorbak’s Legion: Eggstreme Plan|213|2|250|250||36350:1:1:Egg Found||
5359|Zorbak’s Legion: Drac Attack|213|3|250|250||36352:5:1:Angry Spirit,36351:5:1:Kill O' Whisp||
5360|Zorbak’s Legion: Undead vs Undead|213|4|250|250||36353:5:1:Undead Soldier Slain,36354:5:1:Zombie Warrior Slain||
5361|Zorbak’s Legion: Tiny Terrors|213|5|250|250||36356:10:1:Villager Convinced,36355:5:1:Baby Saved||
5362|Eggcellent Hunt|213|6|800|800|O|36357:13:1:Dragon Egg||
5363|“Fresh” Dragon Chow|213|7|250|250||36358:8:1:"Fresh" Meat||
5364|Bling, Baby, Bling|213|8|250|250||36360:10:1:Battle Gems,36359:5:1:Treasure Found||
5365|Class 101: Slaying for Dummies|213|9|250|250||36361:6:1:Dummy Defeated||
5366|Class 102: Breath of Fresh Fire|213|10|250|250||36362:5:1:Spark From a Wisp||
5367|Class 103: Tog Eat Tog World|213|11|250|250||36363:7:1:Zombie Tog Defeated||
5368|Final Exam Demonstration|213|12|250|250||36364:1:1:Drag on!||
5369|Smack The Sheep!|213|13|100|100||36365:1:1:Sheep Game Beaten||
5370|Hear No Evil|213|14|800|800|O|36366:4:1:Speaker Off||
5371|Safe and (No) Sound|213|15|800|800|O|36367:6:1:Sleepy Drac||
5372|Through the Fire and Bones|213|16|1000|1000||36368:1:1:Drummer Defeated,36369:1:1:Guitarist Defeated,36370:1:1:Keyboard Player Defeated,36371:1:1:Singer Defeated||
5373|Treasure Hunt|213|17|1|1||36372:1:1:Treasure Searched|36399:1:0:Ruby Treasure Gem,36400:1:0:Sapphire Treasure Gem,36401:1:0:Zorbak Dracolich Rider,36402:1:0:Drakka Defender Axe,36403:1:0:Drakka Defender Blade,36404:1:0:Drakka Defender Dagger,36405:1:0:Drakka Defender Polearm,36406:1:0:Sleepy Baby Drac,36407:1:0:Undead Horror Blade,36408:1:0:Spiked Slayer Mace,36411:1:0:Zorbak Armor,36412:1:0:Zorbak Morph,36413:1:0:Monstrous Zorbak Morph|
5374|Infernal Destruction|11|16|800|800||36414:8:1:Fallen Knight Slain,36415:8:1:Underworld Hound Slain||
5375|Gone Without A Trace|11|17|300|300||36416:1:1:Celestial Silk,36417:1:1:Torn Feathers,36418:1:1:Scorched Floor,36419:1:1:Scratched Wall||
5376|Helzekiel|11|18|500|500||36420:1:1:Helzekiel Defeated||
5377|Get the Keys|11|19|800|800||36421:6:1:Infernal Key,36422:6:1:Dungeon Fiend Slain,36423:6:1:Infernal Hound Slain||
5378|Free the Captives|11|20|500|500|O|36424:6:1:Celestial Freed||
5379|Energy Needed|11|21|600|600||36425:6:1:Celestial Energy,36426:6:1:Power-Up!||
5380|Interrogate the Jailer|11|22|800|800||36427:1:1:Garvodeus Defeated||
5381|Get the Code|11|23|800|800||36428:1:1:Override Code,36429:6:1:Fallen Knight Slain,36430:6:1:Infernal Imp Slain||
5382|Enter the Code|11|24|500|500|O|36431:1:1:Enter Override Code||
5383|Smash It Up|11|25|500|500|O|36432:4:1:Machinery Smashed||
5384|Take out the Overseer|11|26|800|800||36433:1:1:Azkorath Defeated||
5385|Clear the Invaders|11|27|900|900||36434:8:1:Infernal Knight Slain,36435:8:1:Grievous Fiend Slain||
5386|Find the Weapon|11|28|500|500|O|36436:1:1:Find the Weapon||
5387|What is THAT?|11|29|900|900||36437:1:1:Malxas Defeated||
5388|The New Swabbie|214|1|250|250||36529:1:1:Spike the Swabbie Defeated||
5389|It’s A Thankless Job|214|2|250|250|O|36530:4:1:Boots Shined,36531:4:1:Deck Mopped||
5390|Gunpowder, Lots!|214|3|600|600||36532:5:1:Gunpowder,36533:5:1:Blunderbuss loaded||
5391|Boar-ed of Seafood|214|4|700|700||36534:7:1:Whole Boar||
5392|This Boar Is On Fire|214|5|250|250|O|36536:1:1:Book of Matches,36537:1:1:Lighter Fluid,36535:4:1:Charcoal||
5393|Pirates Be Stealthy!|214|6|250|250|O|36538:1:1:Spy on Bonnie Blood||
5394|It Pays To Be Prepared!|214|7|700|700||36540:1:1:Silver Smelted,36539:9:1:Stolen Silver||
5395|A Bit O’ Protein|214|8|800|800||36541:8:1:Boar Blood||
5396|Meals on Wheels|214|9|0|0|O|36542:5:1:"Meal" Delivered||
5397|Decoratin' Time!|214|10|800|800||36543:10:1:Empty Bottle||
5398|Catch Some Fireflies|214|11|250|250|O|36544:4:1:Fireflies,36545:4:1:Decorations Hung||
5399|Black Veil Courier Service|214|12|250|250|O|36546:6:1:Nasturtium||
5400|Bring Me the Bounty of the Full Moon!|214|13|200|200||36550:5:1:Full Moon Bounty|36558:1:0:Lunar Wolf|
